date,prize_1st,prize_pre_3digit,prize_sub_3digits,prize_2digits,nearby_1st,prize_2nd,prize_3rd,prize_4th,prize_5th
2007-10-16,032988,[],"['158', '663', '685', '846']",48,"['103298', '032989']",[],"['205817', '249853', '280278', '658543', '661597']","['002589', '040229', '220980', '267895', '300384', '303461', '581249', '678984', '757581', '960638']","['066717', '071628', '080463', '105301', '131041', '150884', '158348', '187183', '190237', '208303', '211022', '220993', '230276', '237179', '243426', '291184', '426322', '441983', '444535', '456785', '472364', '477362', '479292', '482041', '488108', '598532', '634145', '641337', '645028', '659756', '691355', '716725', '734001', '752927', '781530', '785681', '823364', '824166', '825453', '845657', '845840', '845946', '875258', '892669', '903168', '920515', '949363', '989425', '990474', '995262']"
2007-10-01,430667,[],"['090', '104', '126', '667']",76,"['430666', '430668']",[],"['006124', '015387', '512579', '687471', '808648']","['022422', '297380', '317639', '376253', '412561', '599842', '703135', '780665', '930359', '996901']","['028264', '082381', '100494', '121569', '154036', '180746', '203177', '216671', '243722', '272130', '355142', '358021', '382932', '388120', '392994', '404245', '421926', '432665', '452127', '458075', '464745', '497756', '571175', '580290', '582738', '598998', '611849', '614140', '627639', '630464', '638717', '646830', '662351', '666273', '684060', '698694', '718350', '738086', '767029', '774716', '804572', '809659', '809722', '820739', '826853', '843739', '880947', '922286', '928235', '949873']"
2007-09-16,499336,[],"['247', '273', '604', '608']",45,"['49933', '499337']",[],"['001292', '173159', '197282', '432873', '898540']","['037505', '059588', '110027', '241159', '352813', '356628', '527459', '543347', '681025', '797084']","['015441', '016755', '024688', '069118', '139446', '146580', '155927', '187270', '216538', '220859', '231032', '270621', '271960', '276386', '283902', '283946', '304573', '321818', '340414', '363738', '372908', '379502', '480165', '480309', '483642', '484261', '486446', '503565', '534693', '546287', '552981', '618618', '622688', '625193', '628273', '633228', '640732', '655738', '705827', '706467', '747095', '773606', '803000', '824001', '881902', '902784', '932848', '960063', '962908', '988716']"
2007-09-01,331810,[],"['293', '505', '518', '520']",69,"['33180', '331811']",[],"['032855', '201173', '468006', '596982', '829622']","['065853', '108866', '205126', '235925', '302340', '318755', '591667', '723637', '869741', '873253']","['014549', '045407', '046435', '069834', '083637', '099505', '106412', '126204', '138174', '149911', '166475', '186449', '262207', '278890', '281567', '289428', '323823', '352664', '387013', '457641', '462556', '472000', '488710', '493826', '504037', '510983', '513714', '558961', '578882', '642285', '697912', '707437', '731812', '733084', '735290', '761431', '765130', '767516', '783877', '794574', '807623', '810452', '824460', '841770', '849424', '888214', '896983', '947156', '969177', '987226']"
2007-08-16,476207,[],"['234', '236', '312', '424']",93,"['47620', '476208']",[],"['143757', '397183', '535831', '567679', '727010']","['031561', '221473', '554307', '565189', '581109', '620614', '626686', '860334', '934557', '978246']","['003445', '121584', '127286', '140357', '149360', '171283', '185283', '236288', '236903', '241774', '262865', '280642', '290903', '303870', '306575', '323047', '353599', '354307', '365345', '368189', '402539', '412069', '424496', '441479', '460756', '469165', '480408', '485060', '526969', '538003', '547039', '569421', '626334', '628315', '660645', '742878', '745069', '754377', '758573', '765910', '767197', '772832', '805274', '828454', '838551', '879166', '897567', '945595', '987746', '991105']"
2007-08-01,429924,[],"['006', '048', '885', '962']",29,"['429923', '429925']",[],"['078456', '324010', '329322', '843141', '988774']","['110266', '424552', '429048', '539608', '570632', '651334', '713063', '797276', '922646', '925945']","['001574', '003990', '049118', '071504', '073518', '094167', '103068', '156253', '160813', '163995', '174084', '177779', '192910', '211568', '250628', '273571', '288030', '299390', '385753', '407915', '411589', '428215', '432237', '438181', '457975', '466232', '474990', '480211', '508100', '514470', '538755', '556050', '569011', '571297', '595582', '627566', '660235', '666441', '672933', '709003', '742348', '743389', '781998', '840558', '905928', '960556', '972816', '989569', '993075', '997365']"
2007-07-16,527384,[],"['105', '183', '334', '947']",77,"['527383', '527385']",[],"['117662', '238718', '309983', '816189', '834231']","['069135', '079393', '336709', '348566', '399414', '442521', '673672', '844412', '864714', '979056']","['007514', '017171', '019279', '063718', '103484', '103891', '109420', '123473', '140203', '154687', '256521', '259726', '272108', '287360', '287979', '296306', '297214', '299504', '341917', '354231', '363055', '370493', '446378', '489151', '497873', '506864', '514672', '529137', '612516', '613867', '619110', '643158', '650502', '670141', '686320', '694637', '722013', '782282', '800093', '857969', '858067', '883425', '887570', '899388', '904008', '906004', '911501', '935758', '946282', '955141']"
2007-07-01,565151,[],"['146', '287', '638', '949']",76,"['565150', '565152']",[],"['381012', '474300', '567467', '697849', '843433']","['069065', '160170', '253141', '372227', '389192', '529221', '680415', '797378', '821607', '944929']","['008092', '079993', '106171', '119858', '133394', '140139', '150962', '195735', '244797', '276316', '288081', '291140', '310302', '313300', '318213', '324546', '340093', '367256', '376121', '390672', '418454', '445162', '452107', '476175', '516614', '523576', '525563', '526775', '536423', '544298', '548001', '572997', '579829', '621049', '629569', '670040', '747094', '767143', '775882', '798311', '842333', '911273', '925049', '969289', '973957', '978763', '980885', '984216', '992167', '992973']"
2007-06-16,393194,[],"['424', '589', '907', '989']",41,"['39319', '393195']",[],"['416062', '504706', '542137', '855158', '857322']","['007856', '072285', '081609', '109535', '111104', '180659', '355413', '611167', '738966', '740142']","['003308', '007404', '016272', '032726', '033383', '047407', '056702', '089946', '146290', '180803', '282169', '282308', '291491', '315995', '360544', '364278', '389018', '397508', '408384', '412584', '422866', '439202', '446817', '481322', '484164', '495986', '497331', '587594', '597095', '598299', '608044', '614011', '615473', '662790', '671422', '687533', '700790', '722142', '723502', '731635', '769793', '787569', '790048', '790580', '801214', '913683', '921519', '930054', '969629', '983720']"
2007-06-01,836393,[],"['242', '433', '523', '739']",05,"['836392', '836394']",[],"['077220', '257992', '307518', '347241', '963894']","['055735', '144484', '245619', '301318', '344805', '391552', '831296', '840645', '883955', '915958']","['044951', '055054', '058730', '060080', '062857', '073487', '106920', '138597', '192920', '196596', '205987', '226710', '259729', '278257', '279630', '317999', '319088', '405652', '443460', '458894', '477675', '481060', '493870', '510268', '542008', '544330', '573834', '587712', '622680', '625441', '638048', '670664', '694555', '696846', '717115', '718338', '738438', '775531', '789948', '801174', '808488', '822461', '828779', '878458', '884161', '907092', '912633', '914030', '979862', '986010']"
2007-05-16,232897,[],"['585', '751', '858', '924']",25,"['232896', '232898']",[],"['038262', '258743', '804596', '979170', '994298']","['004654', '061264', '083154', '170496', '253233', '294913', '830240', '924311', '936647', '998575']","['009826', '050867', '069199', '073048', '094197', '107374', '178839', '180291', '185413', '197010', '284802', '286369', '291575', '389681', '417141', '428761', '437420', '453136', '470310', '490233', '503644', '504926', '512563', '555374', '555577', '560707', '572645', '576686', '579569', '637747', '669326', '684534', '687667', '713283', '725121', '739570', '748286', '755511', '791848', '826385', '855113', '876227', '882922', '892412', '895260', '898427', '921305', '933341', '946226', '984120']"
2007-05-02,430374,[],"['442', '553', '729', '881']",81,"['430373', '430375']",[],"['026826', '233858', '552009', '655370', '771637']","['067441', '251668', '322652', '341121', '370334', '382739', '396329', '472388', '618457', '684941']","['024034', '034059', '064399', '070826', '097115', '099613', '123511', '133976', '136343', '161116', '172212', '207730', '211226', '237079', '256703', '274382', '279283', '313826', '327668', '328143', '329892', '378363', '396553', '538380', '545632', '549721', '555516', '586028', '588256', '598643', '651002', '667682', '672618', '685035', '711062', '738366', '790325', '795588', '801223', '824172', '830186', '855946', '879024', '900624', '922285', '964025', '982167', '985955', '988106', '992673']"
2007-04-16,405105,[],"['013', '522', '866', '987']",63,"['405104', '405106']",[],"['054508', '376717', '519066', '523980', '532325']","['037587', '187055', '254877', '550779', '602939', '716450', '775272', '931154', '964626', '973982']","['011879', '027059', '150660', '169439', '171933', '195992', '202452', '235232', '249391', '257803', '262511', '277650', '278534', '306870', '308377', '350010', '353733', '358186', '397306', '429276', '495011', '565104', '583864', '598350', '613766', '675014', '680108', '697784', '715604', '768860', '769976', '778266', '785547', '796432', '828617', '837775', '842384', '872624', '881828', '883595', '887347', '889104', '902051', '905036', '908275', '943800', '946489', '963294', '978852', '996966']"
2007-04-01,622780,[],"['022', '677', '794', '814']",93,"['622779', '622781']",[],"['025178', '373795', '449880', '633699', '803757']","['106371', '119215', '149042', '173136', '241867', '323232', '511244', '511544', '527614', '889034']","['008036', '041703', '050965', '054279', '081037', '098235', '113982', '144892', '155237', '164555', '170000', '171499', '180383', '212116', '235851', '290591', '308386', '322315', '327324', '408508', '420575', '430617', '461092', '469659', '469881', '542147', '608323', '658823', '672116', '673596', '680511', '681408', '709076', '720971', '753489', '755410', '761056', '774472', '780269', '783747', '784604', '802661', '842006', '883365', '899266', '906563', '923043', '934757', '963285', '972256']"
2007-03-16,876763,[],"['001', '191', '350', '906']",85,"['876762', '876764']",[],"['221724', '404624', '469395', '622271', '817752']","['167912', '336676', '387797', '491709', '552650', '665894', '684747', '796151', '923310', '945702']","['006886', '010756', '017702', '071477', '088649', '100567', '139848', '155114', '180110', '204488', '216864', '240253', '242989', '247518', '252712', '295979', '299322', '367742', '424874', '473085', '493916', '499606', '534004', '537191', '558483', '567891', '585688', '591674', '614410', '636289', '660130', '664569', '684633', '689887', '721387', '721523', '727737', '739812', '749740', '798512', '813844', '860779', '873473', '873657', '877714', '919631', '958375', '968659', '994134', '999963']"
2007-03-01,742425,[],"['294', '801', '942', '949']",61,"['742424', '742426']",[],"['179586', '181690', '243014', '295266', '789975']","['064679', '105754', '180873', '243084', '276352', '781615', '961869', '989162', '993038', '995619']","['037911', '049245', '049962', '060793', '075729', '077315', '086799', '088324', '145952', '147583', '158990', '198634', '224653', '232888', '244200', '246088', '251789', '253518', '253563', '257233', '276464', '299853', '309956', '351519', '383294', '436004', '441412', '442406', '475069', '513827', '526019', '535620', '539096', '549039', '604562', '612443', '615619', '618394', '675187', '733252', '803591', '834756', '873456', '882412', '890045', '891125', '903567', '906753', '910145', '963759']"
